,fire_year,report_date,county,latitude,longitude,total_acres,general_cause
0,1975,1975-03-27,Douglas,43.64596666666666,-123.79303611111109,9.0,Equipment Use
1,1975,1975-04-14,Linn,44.453025,-121.42715833333334,1.0,Miscellaneous
2,1975,1975-04-28,Deschutes,44.08755555555556,-120.6264527777778,5.0,Recreationist
3,1975,1975-05-13,Klamath,43.58040833333334,-120.42540833333334,5.0,Debris Burning
4,1975,1975-05-13,Klamath,42.797525,-120.58088611111113,116.0,Debris Burning
5,1975,1975-05-14,Grant,44.112311111111104,-118.63321388888887,30.0,Debris Burning
6,1975,1975-05-17,Deschutes,43.7832,-120.48284166666667,25.0,Recreationist
7,1975,1975-05-20,Douglas,42.84699444444445,-122.72183055555556,7.0,Miscellaneous
8,1975,1975-05-25,Jefferson,44.545786111111106,-120.76038611111113,32.0,Miscellaneous
9,1975,1975-05-26,Klamath,42.119661111111114,-121.75907222222222,4.0,Smoking
10,1975,1975-05-28,Lane,43.74371388888889,-121.04233611111113,2.0,Debris Burning
11,1975,1975-05-29,Jackson,42.35316111111111,-121.42868611111112,4.0,Debris Burning
12,1975,1975-05-30,Grant,44.35595555555556,-118.937025,1.0,Smoking
13,1975,1975-06-04,Jackson,42.16318611111111,-122.95680833333334,1.0,Arson
14,1975,1975-06-04,Douglas,43.20495,-121.11828611111113,45.0,Smoking
15,1975,1975-06-05,Lane,43.907955555555546,-123.90545,1.0,Debris Burning
16,1975,1975-06-06,Coos,43.531011111111106,-123.78728055555555,3.0,Debris Burning
17,1975,1975-06-07,Lincoln,44.29826388888889,-122.00910833333332,1.0,Debris Burning
18,1975,1975-06-08,Wasco,45.686027777777774,-120.65416944444445,2.0,Debris Burning
19,1975,1975-06-08,Coos,43.20972500000001,-123.60740833333332,150.0,Arson
20,1975,1975-06-10,Polk,44.96255,-122.2870472222222,42.0,Debris Burning
21,1975,1975-06-11,Marion,44.91948333333333,-121.49036388888891,1.0,Equipment Use
22,1975,1975-06-12,Jackson,42.67261388888889,-121.3509,2.0,Debris Burning
23,1975,1975-06-13,Clatsop,46.06099722222223,-122.29524444444445,1.0,Debris Burning
24,1975,1975-06-13,Douglas,43.64175,-122.78227222222222,2.0,Equipment Use
25,1975,1975-06-16,Polk,44.96255,-122.2870472222222,9.0,Debris Burning
26,1975,1975-06-16,Deschutes,43.71079444444445,-120.52249444444445,0.75,Lightning
27,1975,1975-06-16,Jackson,42.527325,-121.11406388888888,1.75,Miscellaneous
28,1975,1975-06-17,Wallowa,45.912513888888896,-116.65685833333332,4.0,Equipment Use
29,1975,1975-06-17,Jackson,42.26565833333333,-121.44784444444444,3.0,Lightning
30,1975,1975-06-19,Wallowa,45.41899166666666,-116.57395,1.0,Debris Burning
31,1975,1975-06-19,Grant,44.81781388888889,-118.54051666666666,12.0,Debris Burning
32,1975,1975-06-21,Umatilla,45.50743888888889,-117.26670833333333,6.0,Miscellaneous
33,1975,1975-06-25,Wasco,45.12144722222222,-120.58991944444445,57.0,Smoking
34,1975,1975-06-29,Jefferson,44.55979166666666,-120.74005833333334,3.0,Smoking
35,1975,1975-07-01,Wasco,45.683288888888896,-120.6137,35.0,Smoking
36,1975,1975-07-03,Jackson,42.512675,-121.13378055555556,4.75,Debris Burning
37,1975,1975-07-04,Douglas,43.323172222222226,-122.68428888888887,1.0,Lightning
38,1975,1975-07-04,Lake,42.83774444444445,-119.18975555555555,2.0,Lightning
39,1975,1975-07-05,Douglas,43.49735,-122.60413055555556,4.0,Lightning
40,1975,1975-07-05,Wheeler,44.440397222222224,-118.33569722222221,3.0,Lightning
41,1975,1975-07-07,Douglas,43.005586111111114,-122.68625555555555,2.0,Equipment Use
42,1975,1975-07-07,Grant,44.83003055555556,-118.78448333333333,17.0,Lightning
43,1975,1975-07-08,Douglas,43.07738611111112,-122.80268333333332,2.0,Equipment Use
44,1975,1975-07-08,Douglas,42.96200833333334,-122.84075,1.0,Miscellaneous
45,1975,1975-07-09,Lane,44.236961111111114,-122.75995833333332,1.0,Juveniles
46,1975,1975-07-11,Grant,44.91858055555554,-118.55922222222222,1.0,Lightning
47,1975,1975-07-12,Douglas,43.42495555555556,-122.68353611111112,1.0,Debris Burning
48,1975,1975-07-16,Morrow,45.26271666666667,-118.74016944444445,5.0,Lightning
49,1975,1975-07-17,Jackson,42.236725,-121.33068888888887,232.0,Equipment Use
50,1975,1975-07-17,Jackson,42.23669444444445,-122.93671388888887,2.0,Equipment Use
51,1975,1975-07-19,Benton,44.643919444444435,-122.51412777777777,3.0,Lightning
52,1975,1975-07-21,Jackson,42.55630277777777,-121.25207777777777,18.0,Miscellaneous
53,1975,1975-07-21,Polk,45.007125,-122.53118333333332,6.0,Equipment Use
54,1975,1975-07-21,Josephine,42.51297222222223,-122.60350833333332,2.0,Juveniles
55,1975,1975-07-21,Josephine,42.51300833333333,-122.62324166666669,1.0,Arson
56,1975,1975-07-22,Josephine,42.51300833333333,-122.62324166666669,7.0,Juveniles
57,1975,1975-07-22,Tillamook,45.32395833333334,-122.52691944444445,2.0,Debris Burning
58,1975,1975-07-23,Josephine,42.44047222222222,-122.60373055555556,2.0,Juveniles
59,1975,1975-07-24,Hood River,45.542,-120.23330833333334,86.0,Arson
60,1975,1975-07-24,Douglas,42.96225,-122.74345,2.0,Miscellaneous
61,1975,1975-07-24,Josephine,42.51297222222223,-122.60350833333332,2.0,Arson
62,1975,1975-07-24,Douglas,42.89177777777777,-122.463825,7.0,Recreationist
63,1975,1975-07-26,Grant,44.80459444444444,-118.45839444444445,2.0,Equipment Use
64,1975,1975-07-26,Douglas,43.75757222222222,-122.84207777777776,4.0,Railroad
65,1975,1975-07-26,Jackson,42.45444166666667,-121.21293055555556,7.0,Equipment Use
66,1975,1975-07-26,Lane,44.266411111111104,-122.59760833333333,3.0,Recreationist
67,1975,1975-07-27,Douglas,43.27925833333333,-122.80220277777778,2.0,Equipment Use
68,1975,1975-07-28,Klamath,42.65153611111111,-120.95413888888888,20.0,Debris Burning
69,1975,1975-07-29,Wasco,45.43975,-120.79596388888888,18.0,Equipment Use
70,1975,1975-07-29,Josephine,42.586438888888885,-122.40694166666668,3.0,Smoking
71,1975,1975-07-29,Douglas,42.77528888888889,-122.72163888888888,1.0,Equipment Use
72,1975,1975-07-30,Coos,43.188852777777775,-123.61479166666666,2.0,Equipment Use
73,1975,1975-07-31,Jackson,42.23634166666667,-122.95654444444445,1.0,Juveniles
74,1975,1975-07-31,Josephine,42.339463888888886,-122.66278055555556,1.0,Smoking
75,1975,1975-08-01,Jackson,42.236719444444454,-122.91763055555555,3.0,Juveniles
76,1975,1975-08-02,Hood River,45.700280555555565,-120.50725,2.0,Recreationist
77,1975,1975-08-03,Lane,44.00426944444445,-121.08156111111109,6.0,Railroad
78,1975,1975-08-03,Umatilla,45.50745,-117.39771111111112,60.0,Juveniles
79,1975,1975-08-04,Deschutes,43.783180555555546,-120.46275555555556,2.0,Miscellaneous
80,1975,1975-08-04,Tillamook,45.761455555555564,-122.14549166666669,2.0,Equipment Use
81,1975,1975-08-05,Linn,44.29407777777778,-121.34739444444445,108.0,Smoking
82,1975,1975-08-05,Douglas,42.761194444444435,-122.66200555555555,2.0,Juveniles
83,1975,1975-08-06,Tillamook,45.40944722222223,-122.24742222222223,5.0,Debris Burning
84,1975,1975-08-06,Jackson,42.39690555555556,-122.85880833333331,3.0,Juveniles
85,1975,1975-08-07,Jackson,42.71546666666667,-121.331825,2.0,Equipment Use
86,1975,1975-08-08,Crook,44.440486111111106,-119.06203611111113,3.0,Lightning
87,1975,1975-08-08,Douglas,43.177944444444435,-122.52386666666666,2.0,Recreationist
88,1975,1975-08-08,Douglas,43.279802777777775,-122.64313888888891,11.0,Equipment Use
89,1975,1975-08-09,Douglas,43.0786388888889,-122.46716944444445,10.0,Miscellaneous
90,1975,1975-08-09,Clackamas,45.092761111111116,-121.34934166666666,1.0,Juveniles
91,1975,1975-08-10,Jackson,42.265730555555564,-121.13445833333334,20.0,Debris Burning
92,1975,1975-08-10,Douglas,43.26525833333334,-122.6432,3.0,Arson
93,1975,1975-08-10,Lane,44.01845555555556,-121.08103333333332,20.0,Smoking
94,1975,1975-08-11,Douglas,43.07695,-122.58517777777777,3.0,Equipment Use
95,1975,1975-08-11,Douglas,43.032744444444454,-122.28784722222224,9.0,Arson
96,1975,1975-08-12,Douglas,43.35228333333333,-122.66386388888891,3.0,Debris Burning
97,1975,1975-08-12,Douglas,43.42495555555556,-122.68353611111112,1.0,Miscellaneous
98,1975,1975-08-12,Douglas,43.264394444444434,-122.90128055555556,2.0,Juveniles
99,1975,1975-08-12,Clackamas,45.353413888888895,-120.00600833333333,1.0,Smoking
100,1975,1975-08-13,Douglas,42.861688888888885,-122.74191944444445,2.0,Arson
101,1975,1975-08-13,Douglas,43.09420833333333,-122.42731111111112,51.0,Juveniles
102,1975,1975-08-13,Tillamook,45.224480555555566,-122.08520277777777,2.0,Debris Burning
103,1975,1975-08-14,Wasco,45.135855555555565,-120.59008333333333,123.0,Recreationist
104,1975,1975-08-15,Douglas,43.06304166666666,-122.54649444444445,14.0,Arson
105,1975,1975-08-15,Umatilla,45.551380555555546,-117.32651944444444,138.0,Equipment Use
106,1975,1975-08-15,Jackson,42.13481111111111,-121.46728888888887,85.0,Smoking
107,1975,1975-08-15,Wasco,45.68611666666666,-120.67484444444445,35.0,Equipment Use
108,1975,1975-08-15,Lane,44.22315,-122.63860833333334,12.0,Equipment Use
109,1975,1975-08-21,Lane,43.89350833333333,-123.88427777777778,2.0,Debris Burning
110,1975,1975-08-26,Douglas,43.59838888888889,-122.70301666666668,3.0,Equipment Use
111,1975,1975-08-27,Josephine,42.51302222222222,-122.58403888888887,13.0,Juveniles
112,1975,1975-08-29,Josephine,42.469527777777785,-122.66235,1.0,Recreationist
113,1975,1975-09-01,Klamath,42.046477777777774,-121.91940555555556,2.0,Recreationist
114,1975,1975-09-01,Grant,44.55499166666666,-117.29473888888887,2.0,Juveniles
115,1975,1975-09-01,Klamath,42.031880555555546,-121.83961944444445,4.0,Smoking
116,1975,1975-09-06,Douglas,43.468272222222225,-122.68316944444445,80.0,Smoking
117,1975,1975-09-06,Josephine,42.33946666666667,-122.64271666666669,89.0,Arson
118,1975,1975-09-06,Douglas,43.20708611111112,-122.52406944444445,2.0,Equipment Use
119,1975,1975-09-07,Douglas,42.97659444444446,-122.38543611111112,2.0,Recreationist
120,1975,1975-09-08,Douglas,42.93338611111111,-122.74276111111112,2.0,Debris Burning
121,1975,1975-09-09,Columbia,45.94571666666666,-122.81495555555556,46.0,Arson
122,1975,1975-09-10,Douglas,42.961836111111104,-122.86026388888888,74.0,Arson
123,1975,1975-09-10,Columbia,46.09180555555556,-122.91583055555556,4.0,Debris Burning
124,1975,1975-09-10,Jackson,42.52731944444445,-121.09424722222221,5.0,Juveniles
125,1975,1975-09-11,Josephine,42.03070833333333,-122.36761388888891,2.0,Arson
126,1975,1975-09-11,Tillamook,45.42538333333333,-122.26798888888891,8.0,Debris Burning
127,1975,1975-09-12,Josephine,42.265483333333336,-122.72103055555556,3.0,Equipment Use
128,1975,1975-09-12,Douglas,42.804241666666655,-122.74166666666666,1.0,Lightning
129,1975,1975-09-13,Josephine,42.46965555555556,-122.56407777777777,2.0,Lightning
130,1975,1975-09-13,Klamath,42.537016666666666,-120.09317777777777,2.0,Juveniles
131,1975,1975-09-13,Josephine,42.236008333333345,-122.62264444444445,2.0,Lightning
132,1975,1975-09-13,Josephine,42.542044444444436,-122.74110277777778,1.0,Lightning
133,1975,1975-09-13,Douglas,43.14901111111111,-122.58546111111109,3.0,Lightning
134,1975,1975-09-14,Lincoln,44.542652777777775,-122.332025,1.0,Arson
135,1975,1975-09-15,Jackson,42.7014138888889,-121.37203888888891,1.0,Lightning
136,1975,1975-09-15,Lane,44.237438888888896,-122.65897222222223,1.0,Equipment Use
137,1975,1975-09-15,Douglas,43.628125,-122.36525277777777,44.0,Equipment Use
138,1975,1975-09-15,Josephine,42.586177777777785,-122.52474166666669,3.0,Lightning
139,1975,1975-09-16,Coos,43.287513888888896,-123.77073055555556,2.0,Debris Burning
140,1975,1975-09-17,Wallowa,45.77192222222222,-116.46713055555556,65.0,Lightning
141,1975,1975-09-17,Coos,42.95521388888889,-123.59486944444444,75.0,Smoking
142,1975,1975-09-19,Clackamas,45.353188888888894,-121.92391666666668,4.0,Equipment Use
143,1975,1975-09-21,Tillamook,45.412038888888894,-122.22743611111113,1.0,Debris Burning
144,1975,1975-09-21,Tillamook,45.64552777777778,-122.06643611111109,14.0,Debris Burning
145,1975,1975-09-21,Tillamook,45.469444444444456,-122.44475,1.0,Smoking
146,1975,1975-09-21,Clatsop,46.1631888888889,-122.50387222222223,18.0,Debris Burning
147,1975,1975-09-21,Douglas,42.73225555555556,-122.58404444444444,1.0,Equipment Use
148,1975,1975-09-22,Jackson,42.658963888888884,-122.99508888888887,5.0,Equipment Use
149,1975,1975-09-22,Jackson,42.426155555555546,-122.93695277777779,15.0,Arson
150,1975,1975-09-22,Jackson,42.44007777777777,-121.01621388888887,5.0,Equipment Use
151,1975,1975-09-25,Lincoln,44.61631666666667,-122.00866111111112,4.0,Debris Burning
152,1975,1975-09-27,Coos,43.495425,-122.17289722222223,11.0,Equipment Use
153,1975,1975-09-27,Douglas,43.468272222222225,-122.68316944444445,80.0,Debris Burning
154,1975,1975-09-27,Douglas,42.961836111111104,-122.86026388888888,278.0,Arson
155,1975,1975-09-27,Jackson,42.30997222222222,-122.77994166666666,9.0,Equipment Use
156,1975,1975-09-28,Jefferson,44.54574444444446,-120.74002222222221,43.0,Juveniles
157,1975,1975-09-29,Josephine,42.161975,-122.44644722222222,7.0,Equipment Use
158,1975,1975-09-30,Douglas,43.03462777777778,-122.58523055555555,24.0,Equipment Use
159,1975,1975-09-30,Coos,42.92629444444445,-123.94780277777778,7.0,Debris Burning
160,1975,1975-09-30,Lane,44.164813888888894,-121.14536388888891,3.0,Juveniles
161,1975,1975-09-30,Josephine,42.44050833333333,-122.54466388888888,4.0,Equipment Use
162,1975,1975-10-01,Wasco,45.483569444444456,-120.83755555555555,5.0,Equipment Use
163,1975,1975-10-01,Douglas,43.35230555555556,-122.52414166666668,5.0,Debris Burning
164,1975,1975-10-01,Benton,44.30936666666666,-122.33521388888887,1.0,Recreationist
165,1975,1975-10-02,Lane,43.660305555555546,-121.63697222222223,1.0,Lightning
166,1975,1975-10-03,Josephine,42.06012222222222,-122.27006388888887,1.0,Equipment Use
167,1975,1975-10-03,Clatsop,45.94709444444444,-122.56746944444444,2.0,Debris Burning
168,1975,1975-10-03,Douglas,43.16340555555556,-122.56563611111109,2.0,Debris Burning
169,1975,1975-10-05,Douglas,43.381475,-122.70380555555555,21.0,Recreationist
170,1975,1975-10-05,Union,45.624377777777774,-116.26316111111113,4.0,Smoking
171,1975,1975-10-13,Douglas,43.090905555555565,-122.40666111111112,3.0,Debris Burning
172,1976,1976-02-06,Polk,44.89051666666666,-122.30746111111112,29.0,Debris Burning
173,1976,1976-02-06,Benton,44.32458055555556,-122.29438888888888,2.0,Debris Burning
174,1976,1976-05-02,Jackson,42.280027777777775,-121.21291944444445,1.0,Debris Burning
175,1976,1976-05-11,Douglas,43.913875,-122.351175,25.0,Equipment Use
176,1976,1976-05-12,Josephine,42.06016944444444,-122.28959166666668,2.0,Recreationist
177,1976,1976-05-15,Jackson,42.26550555555556,-121.09538055555555,4.0,Miscellaneous
178,1976,1976-05-16,Jackson,42.512330555555565,-122.91738888888891,2.0,Debris Burning
179,1976,1976-05-16,Josephine,42.220758333333336,-122.36795,2.0,Debris Burning
180,1976,1976-05-16,Harney,43.95334166666667,-117.13213888888887,15.0,Debris Burning
181,1976,1976-05-19,Klamath,42.536666666666655,-120.56243055555555,6.0,Equipment Use
182,1976,1976-05-21,Josephine,42.10363055555555,-122.42658611111112,2.0,Debris Burning
183,1976,1976-05-22,Douglas,43.07697777777778,-122.74448333333332,4.0,Smoking
184,1976,1976-06-13,Josephine,42.36671666666667,-122.44661666666669,4.0,Juveniles
185,1976,1976-06-14,Deschutes,44.04413611111111,-120.64641111111112,61.0,Arson
186,1976,1976-06-15,Jackson,42.469102777777785,-121.133825,3.0,Smoking
187,1976,1976-06-15,Klamath,42.294013888888884,-120.27214444444445,135.0,Recreationist
188,1976,1976-06-18,Jackson,42.55646111111111,-121.05474444444445,3.0,Juveniles
189,1976,1976-06-20,Jackson,42.541852777777784,-121.09431388888888,2.0,Equipment Use
190,1976,1976-06-20,Josephine,42.13269444444445,-122.3288222222222,2.0,Smoking
191,1976,1976-06-23,Wasco,45.43959166666666,-120.65115555555555,2.0,Recreationist
192,1976,1976-06-24,Coos,43.387927777777776,-123.69158611111109,2.0,Recreationist
193,1976,1976-06-27,Lane,44.020111111111106,-122.06212777777776,1.0,Railroad
194,1976,1976-06-30,Jackson,42.48363888888889,-121.13383055555555,3.0,Equipment Use
195,1976,1976-07-02,Josephine,42.71703333333333,-122.1312027777778,4.0,Recreationist
196,1976,1976-07-02,Wasco,45.42560555555556,-120.85775833333332,2.0,Lightning
197,1976,1976-07-03,Coos,43.35850277777778,-123.71194444444444,1.0,Juveniles
198,1976,1976-07-06,Wheeler,44.7324,-118.07175277777776,1.0,Lightning
199,1976,1976-07-06,Jackson,42.32363333333333,-121.01633333333334,3.0,Equipment Use
200,1976,1976-07-06,Douglas,43.60153055555556,-122.24326388888888,5.0,Debris Burning
201,1976,1976-07-07,Jackson,42.26550555555556,-121.09538055555555,1.0,Juveniles
202,1976,1976-07-08,Josephine,42.41138888888889,-122.6036222222222,15.0,Equipment Use
203,1976,1976-07-09,Jackson,42.52723055555556,-121.13374722222223,18.0,Miscellaneous
204,1976,1976-07-10,Douglas,43.19259444444444,-122.70456666666666,5.0,Debris Burning
205,1976,1976-07-13,Coos,43.11559166666667,-123.96656944444445,1.0,Miscellaneous
206,1976,1976-07-14,Josephine,42.249683333333344,-122.40723888888891,5.0,Arson
207,1976,1976-07-14,Douglas,43.16345,-122.58560555555556,1.0,Equipment Use
208,1976,1976-07-15,Deschutes,44.058575,-120.64652777777779,131.0,Arson
209,1976,1976-07-15,Jackson,42.11976388888889,-121.46703055555555,20.0,Arson
210,1976,1976-07-15,Douglas,42.77528888888889,-122.72163888888888,1.0,Miscellaneous
211,1976,1976-07-19,Jackson,42.512694444444435,-121.07464444444444,5.0,Equipment Use
212,1976,1976-07-19,Jackson,42.41095,-121.38927222222223,1.0,Equipment Use
213,1976,1976-07-19,Grant,44.74579722222222,-118.62116111111112,88.0,Lightning
214,1976,1976-07-23,Lane,44.02240277777778,-123.87188055555555,4.0,Smoking
215,1976,1976-07-24,Josephine,42.250008333333334,-122.46608055555555,6.0,Juveniles
216,1976,1976-07-24,Douglas,43.51156666666667,-122.68336388888888,9.0,Railroad
217,1976,1976-07-25,Coos,43.01803333333334,-123.5568,1.0,Recreationist
218,1976,1976-07-26,Wheeler,45.00178055555556,-118.11943611111113,59.0,Equipment Use
219,1976,1976-07-26,Douglas,43.279188888888896,-122.82169166666668,52.0,Equipment Use
220,1976,1976-07-27,Jackson,42.52726388888889,-121.07455833333331,2.0,Smoking
221,1976,1976-07-27,Josephine,42.55707222222222,-122.58401944444445,6.0,Miscellaneous
222,1976,1976-07-27,Josephine,42.51297222222223,-122.60350833333332,1.0,Juveniles
223,1976,1976-07-28,Deschutes,44.22599166666666,-120.51666111111109,1.0,Smoking
224,1976,1976-07-29,Douglas,43.61754166666667,-123.8651,1.0,Recreationist
225,1976,1976-07-29,Lane,43.65654722222222,-122.92359444444445,9.75,Equipment Use
226,1976,1976-07-29,Douglas,43.13625277777778,-122.44849722222223,1.0,Debris Burning
227,1976,1976-07-31,Douglas,43.51156666666667,-122.68336388888888,3.0,Railroad
228,1976,1976-07-31,Wheeler,44.915513888888896,-118.25832777777778,1.0,Miscellaneous
229,1976,1976-07-31,Jackson,42.512725,-121.054975,26.0,Debris Burning
230,1976,1976-08-08,Douglas,43.0329,-122.32821944444444,10.0,Equipment Use
231,1976,1976-08-08,Wasco,45.656875,-120.67480277777778,12.0,Juveniles
232,1976,1976-08-09,Lane,43.93225,-122.72258888888891,3.0,Equipment Use
233,1976,1976-08-10,Benton,44.41119166666667,-122.35029444444444,5.0,Debris Burning
234,1976,1976-08-12,Douglas,43.61291111111111,-122.78240277777779,2.0,Miscellaneous
235,1976,1976-08-12,Lane,44.22315,-122.63860833333334,15.0,Equipment Use
236,1976,1976-08-23,Lane,44.237438888888896,-122.65897222222223,8.0,Debris Burning
237,1976,1976-08-23,Douglas,43.27975277777778,-122.66370555555555,3.0,Equipment Use
238,1976,1976-08-26,Douglas,43.59880277777778,-122.44504722222223,20.0,Equipment Use
239,1976,1976-08-26,Wallowa,45.65569166666666,-116.46721666666667,2.0,Lightning
240,1976,1976-08-27,Curry,42.272277777777774,-123.59805277777777,31.0,Debris Burning
241,1976,1976-08-27,Jackson,42.29446388888889,-121.23267777777778,1.0,Equipment Use
242,1976,1976-08-31,Jackson,42.585333333333345,-121.29163611111109,2.0,Juveniles
243,1976,1976-09-01,Coos,43.21776944444446,-123.61553611111108,18.0,Arson
244,1976,1976-09-01,Douglas,43.71449166666667,-122.70216666666668,2.0,Smoking
245,1976,1976-09-02,Douglas,43.119855555555546,-122.6252527777778,3.0,Railroad
246,1976,1976-09-02,Jackson,42.119875,-121.64119722222223,1.0,Smoking
247,1976,1976-09-03,Yamhill,45.339744444444456,-122.69079166666668,3.0,Miscellaneous
248,1976,1976-09-04,Wasco,45.36711666666667,-120.71311666666666,7.0,Smoking
249,1976,1976-09-05,Jackson,42.52705277777777,-122.97663611111109,1.0,Equipment Use
250,1976,1976-09-06,Josephine,42.235275,-122.46606388888891,5.0,Juveniles
251,1976,1976-09-08,Coos,43.21776944444446,-123.61553611111108,6.0,Arson
252,1976,1976-09-08,Lane,44.06343333333333,-122.37579444444445,21.0,Debris Burning
253,1976,1976-09-08,Benton,44.353111111111104,-122.61811666666668,45.0,Juveniles
254,1976,1976-09-08,Wasco,45.683288888888896,-120.6137,12.0,Equipment Use
255,1976,1976-09-09,Tillamook,45.251897222222226,-122.40335555555555,1.0,Debris Burning
256,1976,1976-09-09,Tillamook,45.26651666666667,-122.16574166666668,7.0,Debris Burning
257,1976,1976-09-10,Benton,44.41119166666667,-122.35029444444444,4.0,Debris Burning
258,1976,1976-09-10,Linn,44.30883333333333,-121.72436944444445,45.0,Arson
259,1976,1976-09-11,Douglas,43.35228888888889,-122.56390833333332,3.0,Debris Burning
260,1976,1976-09-18,Douglas,43.381227777777774,-122.48428333333334,1.0,Smoking
261,1976,1976-09-19,Tillamook,45.06622222222222,-122.22573333333334,16.0,Debris Burning
262,1976,1976-09-24,Yamhill,45.267280555555544,-122.64912222222223,2.0,Debris Burning
263,1976,1976-09-24,Douglas,43.65708888888889,-122.40509166666668,20.0,Equipment Use
264,1976,1976-09-26,Josephine,42.05974444444443,-122.34804444444444,2.0,Smoking
265,1976,1976-09-27,Lake,43.100522222222224,-120.68059722222223,4.0,Debris Burning
266,1976,1976-09-27,Tillamook,45.28073333333333,-122.52654166666666,2.75,Debris Burning
267,1976,1976-09-28,Douglas,43.177944444444435,-122.52386666666666,1.0,Juveniles
268,1976,1976-09-28,Clatsop,45.80553333333333,-122.167175,5.0,Debris Burning
269,1976,1976-09-29,Douglas,43.38141666666667,-122.66366388888888,1.0,Miscellaneous
270,1976,1976-10-02,Tillamook,45.739472222222226,-122.46466388888891,834.0,Recreationist
271,1976,1976-10-03,Jackson,42.483999999999995,-121.33083055555555,1.0,Lightning
272,1976,1976-10-03,Josephine,42.27911666666667,-122.38778055555555,2.0,Juveniles
273,1976,1976-10-03,Klamath,42.55148333333333,-120.09319444444445,4.75,Miscellaneous
274,1976,1976-10-04,Lane,43.918011111111106,-122.58226666666664,5.0,Debris Burning
275,1976,1976-10-06,Linn,44.42475833333333,-121.82155555555555,28.0,Debris Burning
276,1976,1976-10-06,Clackamas,45.060755555555545,-121.71682222222222,1186.0,Debris Burning
277,1976,1976-10-06,Douglas,43.84214444444446,-122.30794722222224,15.0,Debris Burning
278,1976,1976-10-06,Douglas,42.9922,-122.56383611111109,8.0,Recreationist
279,1976,1976-10-06,Linn,44.46793333333334,-121.80139166666666,3.0,Debris Burning
280,1976,1976-10-07,Clackamas,45.16493333333333,-121.657075,4.0,Debris Burning
281,1976,1976-10-07,Clackamas,44.932938888888884,-121.57282777777776,3.0,Debris Burning
282,1976,1976-10-07,Douglas,43.544261111111105,-121.09785555555555,1.0,Debris Burning
283,1976,1976-10-09,Lincoln,44.630055555555565,-122.15059444444445,30.0,Smoking
284,1976,1976-10-09,Tillamook,45.29502222222222,-122.505725,1.0,Debris Burning
285,1976,1976-10-12,Lane,43.87368333333333,-122.76260555555555,2.0,Debris Burning
286,1976,1976-10-13,Douglas,43.395961111111106,-122.66366111111113,2.0,Debris Burning
287,1976,1976-10-14,Umatilla,45.80901944444446,-117.69489166666666,50.0,Smoking
288,1976,1976-10-17,Douglas,43.598461111111114,-122.68346111111113,6.0,Smoking
289,1976,1976-10-17,Wallowa,45.955986111111116,-116.59335,42.0,Smoking
290,1976,1976-10-17,Yamhill,45.22366666666667,-122.56695277777777,4.0,Debris Burning
291,1976,1976-10-18,Douglas,43.831,-122.10250277777777,284.0,Debris Burning
292,1976,1976-10-18,Tillamook,45.22356388888889,-122.46444444444445,1.0,Debris Burning
293,1976,1976-10-18,Lane,44.10671666666667,-121.42437222222223,3.0,Debris Burning
294,1976,1976-10-18,Clackamas,45.15064444444445,-121.73638888888887,8.0,Debris Burning
295,1976,1976-10-18,Douglas,43.67155555555554,-123.81163611111113,2.0,Recreationist
296,1976,1976-10-18,Coos,43.2876,-123.73141944444444,2.0,Miscellaneous
297,1976,1976-10-18,Tillamook,45.682097222222225,-122.34674722222222,8.0,Smoking
298,1976,1976-10-18,Linn,44.432,-121.802,98.0,Debris Burning
299,1976,1976-10-18,Multnomah,45.62766666666667,-121.18391388888891,23.0,Equipment Use
300,1976,1976-10-18,Douglas,43.42487777777777,-122.72326666666667,3.0,Smoking
301,1976,1976-10-18,Clackamas,45.13568888888889,-121.65568888888887,3.0,Debris Burning
302,1976,1976-10-19,Tillamook,45.45521944444446,-122.26800277777778,1.0,Debris Burning
303,1976,1976-10-22,Douglas,43.54089166666667,-122.34581666666666,3.0,Miscellaneous
304,1976,1976-10-23,Douglas,43.410419444444436,-122.74320277777778,5.0,Juveniles
305,1976,1976-11-06,Josephine,42.42615833333333,-122.81971944444444,3.0,Debris Burning
306,1976,1976-11-12,Linn,44.47933055555556,-121.66618055555556,4.0,Debris Burning
307,1976,1976-11-26,Lane,44.265355555555566,-122.29541388888887,2.0,Miscellaneous
308,1976,1976-12-01,Douglas,42.93275555555555,-122.3665972222222,10.0,Debris Burning
309,1976,1976-12-05,Curry,42.79125277777778,-123.65394166666668,55.0,Debris Burning
310,1976,1976-12-23,Linn,44.33805,-121.66416111111113,3.0,Miscellaneous
311,1977,1977-01-08,Jackson,42.134694444444435,-121.42839444444445,4.0,Debris Burning
312,1977,1977-01-25,Lane,44.23715833333333,-122.4778,15.0,Miscellaneous
313,1977,1977-01-26,Lane,44.191288888888884,-121.86971111111113,40.0,Debris Burning
314,1977,1977-01-30,Lane,44.092022222222226,-121.70609722222223,1.0,Debris Burning
315,1977,1977-02-14,Jackson,42.41132222222222,-122.95651666666667,2.75,Debris Burning
316,1977,1977-02-18,Wallowa,45.91208333333334,-116.48961944444444,95.0,Debris Burning
317,1977,1977-02-19,Klamath,43.60950277777778,-120.48396111111113,21.0,Debris Burning
318,1977,1977-02-19,Wallowa,45.25848888888889,-115.19207222222221,2.0,Debris Burning
319,1977,1977-02-19,Clackamas,45.39626111111111,-121.88303888888888,5.0,Juveniles
